asOfDate,RealCoupon,ModelCoupon,RealMortgageRate,RealServiceSpread,,,,,,,,
8/7/2006,6.09028,6.203297436,6.4,0.30972,1,0.05,,,,,,
8/4/2006,6.052,6.186454781,6.4,0.348,5,0,,,,,,
8/3/2006,6.14072,6.254460784,6.4,0.25928,4,0,,,,,,
8/2/2006,6.1257,6.254616769,6.455,0.3293,3,0.25,,,,,,
8/1/2006,6.14776,6.275652062,6.455,0.30724,2,0.7,,,,,,
7/31/2006,6.157,6.272410494,6.455,0.298,1,0.05,,,,,,
7/28/2006,6.16396,6.287183859,6.455,0.29104,5,0,,,,,,
7/27/2006,6.23661,6.339596676,6.455,0.21839,4,0,,,,,,
7/26/2006,6.24659,6.33434834,6.545,0.29841,3,0.25,,,,,,
7/25/2006,6.28745,6.367974456,6.545,0.25755,2,0.7,,,,,,
7/24/2006,6.26827,6.351969605,6.545,0.27673,1,0.05,,,,,,
7/21/2006,6.26926,6.362162765,6.545,0.27574,5,0,,,,,,
7/20/2006,6.26198,6.350481368,6.545,0.28302,4,0,,,,,,
7/19/2006,6.30891,6.391128216,6.675,0.36609,3,0.25,,,,,,
7/18/2006,6.38524,6.477895192,6.675,0.28976,2,0.7,,,,,,
7/17/2006,6.33844,6.414554982,6.675,0.33656,1,0.05,,,,,,
7/14/2006,6.33093,6.407798194,6.675,0.34407,5,0,,,,,,
7/13/2006,6.33821,6.412190652,6.675,0.33679,4,0,,,,,,
7/12/2006,6.35306,6.428715366,6.64,0.28694,3,0.25,,,,,,
7/11/2006,6.35726,6.43286658,6.64,0.28274,2,0.7,,,,,,
7/10/2006,6.37626,6.460005599,6.64,0.26374,1,0.05,,,,,,
7/7/2006,6.37728,6.46279664,6.64,0.26272,5,0,,,,,,
7/6/2006,6.42768,6.516203239,6.64,0.21232,4,0,,,,,,
7/5/2006,6.46164,6.555021971,6.665,0.20336,3,0.25,,,,,,
7/3/2006,6.3934,6.480683861,6.665,0.2716,1,0.05,,,,,,
6/30/2006,6.37105,6.462144463,6.665,0.29395,5,0,,,,,,
6/29/2006,6.41651,6.515929257,6.665,0.24849,4,0,,,,,,
6/28/2006,6.46466,6.569583538,6.655,0.19034,3,0.25,,,,,,
6/27/2006,6.44877,6.534002484,6.655,0.20623,2,0.7,,,,,,
6/26/2006,6.48238,6.562179209,6.655,0.17262,1,0.05,,,,,,
6/23/2006,6.45996,6.557163141,6.655,0.19504,5,0,,,,,,
6/22/2006,6.41959,6.519782699,6.655,0.23541,4,0,,,,,,
6/21/2006,6.37557,6.479364378,6.585,0.20943,3,0.25,,,,,,
6/20/2006,6.36772,6.469264854,6.585,0.21728,2,0.7,,,,,,
6/19/2006,6.34836,6.456828941,6.585,0.23664,1,0.05,,,,,,
6/16/2006,6.33511,6.437807646,6.585,0.24989,5,0,,,,,,
6/15/2006,6.31432,6.403706317,6.585,0.27068,4,0,,,,,,
6/14/2006,6.27295,6.350779346,6.505,0.23205,3,0.25,,,,,,
6/13/2006,6.18622,6.254986175,6.505,0.31878,2,0.7,,,,,,
6/12/2006,6.20035,6.276150754,6.505,0.30465,1,0.05,,,,,,
6/9/2006,6.17939,6.280457961,6.505,0.32561,5,0,,,,,,
6/8/2006,6.18785,6.293091982,6.505,0.31715,4,0,,,,,,
6/7/2006,6.21197,6.316104914,6.495,0.28303,3,0.25,,,,,,
6/6/2006,6.18614,6.302327883,6.495,0.30886,2,0.7,,,,,,
6/5/2006,6.19509,6.313431192,6.495,0.29991,1,0.05,,,,,,
6/2/2006,6.16329,6.282680314,6.495,0.33171,5,0,,,,,,
6/1/2006,6.28186,6.399364056,6.495,0.21314,4,0,,,,,,
5/31/2006,6.28572,6.417994868,6.52,0.23428,3,0.25,,,,,,
5/30/2006,6.25047,6.38226612,6.52,0.26953,2,0.7,,,,,,
5/26/2006,6.21195,6.355455655,6.52,0.30805,5,0,,,,,,
5/25/2006,6.23265,6.373268085,6.52,0.28735,4,0,,,,,,
5/24/2006,6.21225,6.341643207,6.47,0.25775,3,0.25,,,,,,
5/23/2006,6.22234,6.364332103,6.47,0.24766,2,0.7,,,,,,
5/22/2006,6.20311,6.346912164,6.47,0.26689,1,0.05,,,,,,
5/19/2006,6.19903,6.349890131,6.47,0.27097,5,0,,,,,,
5/18/2006,6.18733,6.334861854,6.47,0.28267,4,0,,,,,,
5/17/2006,6.24194,6.392524335,6.475,0.23306,3,0.25,,,,,,
5/16/2006,6.19369,6.334904498,6.475,0.28131,2,0.7,,,,,,
5/15/2006,6.24133,6.388032078,6.475,0.23367,1,0.05,,,,,,
5/12/2006,6.26368,6.417877656,6.475,0.21132,5,0,,,,,,
5/11/2006,6.22021,6.370779468,6.475,0.25479,4,0,,,,,,
5/10/2006,6.19707,6.345153821,6.455,0.25793,3,0.25,,,,,,
5/9/2006,6.18872,6.338968831,6.455,0.26628,2,0.7,,,,,,
5/8/2006,6.18394,6.336718508,6.455,0.27106,1,0.05,,,,,,
5/5/2006,6.1718,6.324261088,6.455,0.2832,5,0,,,,,,
5/4/2006,6.21857,6.359780559,6.455,0.23643,4,0,,,,,,
5/3/2006,6.21175,6.349372207,6.49,0.27825,3,0.25,,,,,,
5/2/2006,6.17078,6.298323873,6.49,0.31922,2,0.7,,,,,,
5/1/2006,6.16765,6.302326206,6.49,0.32235,1,0.05,,,,,,
4/28/2006,6.10033,6.243655392,6.49,0.38967,5,0,,,,,,
4/27/2006,6.13335,6.270944817,6.49,0.35665,4,0,,,,,,
4/26/2006,6.17592,6.321674965,6.455,0.27908,3,0.25,,,,,,
4/25/2006,6.14044,6.279527364,6.455,0.31456,2,0.7,,,,,,
4/24/2006,6.06864,6.211033412,6.455,0.38636,1,0.05,,,,,,
4/21/2006,6.08935,6.2361568,6.455,0.36565,5,0,,,,,,
4/20/2006,6.11105,6.266985197,6.455,0.34395,4,0,,,,,,
4/19/2006,6.09526,6.259551096,6.43,0.33474,3,0.25,,,,,,
4/18/2006,6.06145,6.232228892,6.43,0.36855,2,0.7,,,,,,
4/17/2006,6.11546,6.285540394,6.43,0.31454,1,0.05,,,,,,
4/13/2006,6.14222,6.334032109,6.43,0.28778,4,0,,,,,,
4/12/2006,6.09232,6.273269196,6.39,0.29768,3,0.25,,,,,,
4/11/2006,6.06233,6.226310636,6.39,0.32767,2,0.7,,,,,,
4/10/2006,6.09392,6.262809608,6.39,0.29608,1,0.05,,,,,,
4/7/2006,6.08549,6.269688558,6.39,0.30451,5,0,,,,,,
4/6/2006,6.01797,6.211151821,6.39,0.37203,4,0,,,,,,
4/5/2006,5.99685,6.160600964,6.33,0.33315,3,0.25,,,,,,
4/4/2006,6.02555,6.200244339,6.33,0.30445,2,0.7,,,,,,
4/3/2006,6.03045,6.219861138,6.33,0.29955,1,0.05,,,,,,
3/31/2006,6.00641,6.19324952,6.33,0.32359,5,0,,,,,,
3/30/2006,6.00824,6.203462939,6.33,0.32176,4,0,,,,,,
3/29/2006,5.9759,6.149601567,6.225,0.2491,3,0.25,,,,,,
3/28/2006,5.94486,6.107493632,6.225,0.28014,2,0.7,,,,,,
3/27/2006,5.87878,6.028432227,6.225,0.34622,1,0.05,,,,,,
3/24/2006,5.86241,6.000952366,6.225,0.36259,5,0,,,,,,
3/23/2006,5.92181,6.062147351,6.225,0.30319,4,0,,,,,,
3/22/2006,5.89887,6.028613502,6.22,0.32113,3,0.25,,,,,,
3/21/2006,5.908,6.034082779,6.22,0.312,2,0.7,,,,,,
3/20/2006,5.84727,5.971763266,6.22,0.37273,1,0.05,,,,,,
3/17/2006,5.85862,5.995729099,6.22,0.36138,5,0,,,,,,
3/16/2006,5.83067,5.970611277,6.22,0.38933,4,0,,,,,,
3/15/2006,5.90812,6.063101825,6.265,0.35688,3,0.25,,,,,,
3/14/2006,5.87236,6.029300867,6.265,0.39264,2,0.7,,,,,,
3/13/2006,5.95766,6.1249064,6.265,0.30734,1,0.05,,,,,,
3/10/2006,5.93554,6.095781934,6.265,0.32946,5,0,,,,,,
3/9/2006,5.9135,6.081639284,6.265,0.3515,4,0,,,,,,
3/8/2006,5.94583,6.10227295,6.27,0.32417,3,0.25,,,,,,
3/7/2006,5.95092,6.105355659,6.27,0.31908,2,0.7,,,,,,
3/6/2006,5.94346,6.099589366,6.27,0.32654,1,0.05,,,,,,
3/3/2006,5.88613,6.032473085,6.27,0.38387,5,0,,,,,,
3/2/2006,5.85392,6.00382822,6.27,0.41608,4,0,,,,,,
3/1/2006,5.80004,5.92552256,6.14,0.33996,3,0.25,,,,,,
2/28/2006,5.73453,5.877025591,6.14,0.40547,2,0.7,,,,,,
2/27/2006,5.77249,5.911318838,6.14,0.36751,1,0.05,,,,,,
2/24/2006,5.76417,5.899250719,6.14,0.37583,5,0,,,,,,
2/23/2006,5.79537,5.928662271,6.14,0.34463,4,0,,,,,,
2/22/2006,5.77416,5.895070437,6.16,0.38584,3,0.25,,,,,,
2/21/2006,5.80752,5.942859374,6.16,0.35248,2,0.7,,,,,,
2/17/2006,5.78083,5.919019916,6.16,0.37917,5,0,,,,,,
2/16/2006,5.84815,5.966518001,6.16,0.31185,4,0,,,,,,
2/15/2006,5.86838,5.991644389,6.155,0.28662,3,0.25,,,,,,
2/14/2006,5.87946,6.007448724,6.155,0.27554,2,0.7,,,,,,
2/13/2006,5.84977,5.989608412,6.155,0.30523,1,0.05,,,,,,
2/10/2006,5.8435,5.995518214,6.155,0.3115,5,0,,,,,,
2/9/2006,5.81487,5.967849535,6.155,0.34013,4,0,,,,,,
2/8/2006,5.82338,5.990476226,6.14,0.31662,3,0.25,,,,,,
2/7/2006,5.80179,5.97007549,6.14,0.33821,2,0.7,,,,,,
2/6/2006,5.80186,5.950820721,6.14,0.33814,1,0.05,,,,,,
2/3/2006,5.79888,5.937317823,6.14,0.34112,5,0,,,,,,
2/2/2006,5.80672,5.963212964,6.14,0.33328,4,0,,,,,,
2/1/2006,5.80873,5.968042343,6.105,0.29627,3,0.25,,,,,,
1/31/2006,5.76373,5.916918516,6.105,0.34127,2,0.7,,,,,,
1/30/2006,5.75539,5.919948552,6.105,0.34961,1,0.05,,,,,,
1/27/2006,5.73348,5.894658573,6.105,0.37152,5,0,,,,,,
1/26/2006,5.75541,5.912793748,6.105,0.34959,4,0,,,,,,
1/25/2006,5.7074,5.859277369,5.995,0.2876,3,0.25,,,,,,
1/24/2006,5.61489,5.76514158,5.995,0.38011,2,0.7,,,,,,
1/23/2006,5.58096,5.731356509,5.995,0.41404,1,0.05,,,,,,
1/20/2006,5.58423,5.729242327,5.995,0.41077,5,0,,,,,,
1/19/2006,5.62211,5.74177136,5.995,0.37289,4,0,,,,,,
1/18/2006,5.58661,5.706354887,5.975,0.38839,3,0.25,,,,,,
1/17/2006,5.57624,5.710723948,5.975,0.39876,2,0.7,,,,,,
1/13/2006,5.5807,5.722063263,5.975,0.3943,5,0,,,,,,
1/12/2006,5.64441,5.778820691,5.975,0.33059,4,0,,,,,,
1/11/2006,5.707,5.824335239,6.05,0.343,3,0.25,,,,,,
1/10/2006,5.68246,5.803169172,6.05,0.36754,2,0.7,,,,,,
1/9/2006,5.62104,5.738669328,6.05,0.42896,1,0.05,,,,,,
1/6/2006,5.63322,5.765804261,6.05,0.41678,5,0,,,,,,
1/5/2006,5.63968,5.768989783,6.05,0.41032,4,0,,,,,,
1/4/2006,5.65324,5.787379727,6.085,0.43176,3,0.25,,,,,,
1/3/2006,5.70253,5.82076108,6.085,0.38247,2,0.7,,,,,,
